IL_ID,İL ADI,ILCE_ID,İLÇE ADI,SEMT_ID,SEMT_ADI_BUYUK,POSTA_KODU
1,ADANA,1,SEYHAN,1,YAĞCAMİ,01010
1,ADANA,1,SEYHAN,2,HÜKÜMET,01020
1,ADANA,1,SEYHAN,3,SAYDAM,01030
1,ADANA,1,SEYHAN,4,AKKAPI,01040
1,ADANA,1,SEYHAN,5,GÜLBAHÇESİ,01050
1,ADANA,1,SEYHAN,6,KURUKÖPRÜ,01060
1,ADANA,1,SEYHAN,7,MEYDAN,01070
1,ADANA,1,SEYHAN,8,EMEK,01080
1,ADANA,1,SEYHAN,9,ŞAKİRPAŞA,01100
1,ADANA,1,SEYHAN,10,GAZİPAŞA,01120
1,ADANA,1,SEYHAN,11,DENİZLİ,01130
1,ADANA,1,SEYHAN,12,ZİYAPAŞA,01140
1,ADANA,1,SEYHAN,13,YEŞİLYURT,01150
1,ADANA,1,SEYHAN,14,MAVİBULVAR/YURT,01160
1,ADANA,1,SEYHAN,15,EMEKEVLER,01170
1,ADANA,1,SEYHAN,16,YEŞİLEVLER,01180
1,ADANA,1,SEYHAN,17,FEVZİPAŞA,01190
1,ADANA,1,SEYHAN,18,GÜRSELPAŞA,01200
1,ADANA,1,SEYHAN,19,YEŞİLOBA,01210
1,ADANA,1,SEYHAN,20,2000 EVLER,01360
1,ADANA,1,SEYHAN,21,KÜÇÜKDİKİLİ,01430
1,ADANA,1,SEYHAN,22,KARAYUSUFLU,01000
1,ADANA,1,SEYHAN,23,KÖYLER,01000
1,ADANA,1,SEYHAN,24,HADIRLI,01365
1,ADANA,2,YÜREĞİR,25,KARACAOĞLAN,01060
1,ADANA,2,YÜREĞİR,26,BAHÇELİEVLER,01180
1,ADANA,2,YÜREĞİR,27,YAVUZLAR,01220
1,ADANA,2,YÜREĞİR,28,KAZIMKARABEKİR,01230
1,ADANA,2,YÜREĞİR,29,PTTEVLERİ,01240
1,ADANA,2,YÜREĞİR,30,KİREMİTHANE,01250
1,ADANA,2,YÜREĞİR,31,HAYDAROĞLU,01270
1,ADANA,2,YÜREĞİR,32,KARŞIYAKA,01280
1,ADANA,2,YÜREĞİR,33,YAMAÇLI,01290
1,ADANA,2,YÜREĞİR,34,ANADOLU,01300
1,ADANA,2,YÜREĞİR,35,KERESTECİLER,01310
1,ADANA,2,YÜREĞİR,36,ÜNİVERSİTE,01330
1,ADANA,2,YÜREĞİR,37,ABDİOĞLU,01345
1,ADANA,2,YÜREĞİR,38,DOĞANKENT,01370
1,ADANA,2,YÜREĞİR,39,HAVUTLU,01375
1,ADANA,2,YÜREĞİR,40,SOLAKLI,01000
1,ADANA,2,YÜREĞİR,41,YUNUSOĞLU,01370
1,ADANA,2,YÜREĞİR,42,GEÇİTLİ,01350
1,ADANA,2,YÜREĞİR,43,YAKAPINAR,01350
1,ADANA,2,YÜREĞİR,44,KÖYLER,01370
1,ADANA,3,SARIÇAM,45,SARIÇAM,01260
1,ADANA,3,SARIÇAM,46,YILDIRIMBEYAZIT,01030
1,ADANA,3,SARIÇAM,47,MEHMETAKİFERSOY,01180
1,ADANA,3,SARIÇAM,48,REMZİOĞUZARIK,01250
1,ADANA,3,SARIÇAM,49,BAKLALI,01410
1,ADANA,3,SARIÇAM,50,BURUK,01460
1,ADANA,3,SARIÇAM,51,SOFULU,01000
1,ADANA,3,SARIÇAM,52,KÜRKÇÜLER,01220
1,ADANA,3,SARIÇAM,53,SULUCA,01350
1,ADANA,3,SARIÇAM,54,İNCİRLİK,01340
1,ADANA,3,SARIÇAM,55,KÖYLER,01350
1,ADANA,4,ÇUKUROVA,56,MAHFESIĞMAZ,01170
1,ADANA,4,ÇUKUROVA,57,BEYAZEVLER,01150
1,ADANA,4,ÇUKUROVA,58,YURT,01160
1,ADANA,4,ÇUKUROVA,59,HUZUREVLERİ,01330
1,ADANA,4,ÇUKUROVA,60,YÜZÜNCÜYIL,01360
1,ADANA,4,ÇUKUROVA,61,KÖYLER,01150
1,ADANA,5,ALADAĞ(KARSANTI),62,KARSANTI,01720
1,ADANA,5,ALADAĞ(KARSANTI),63,KÖYLER,01730
1,ADANA,6,CEYHAN,64,ÇARŞI,01920
1,ADANA,6,CEYHAN,65,SANAYİ,01930
1,ADANA,6,CEYHAN,66,EMEK,01940
1,ADANA,6,CEYHAN,67,NAMIKKEMAL,01950
1,ADANA,6,CEYHAN,68,TÜRLÜBAŞ,01960
1,ADANA,6,CEYHAN,69,KÖYLER,01920
1,ADANA,6,CEYHAN,70,KÖSRELİ,01980
1,ADANA,6,CEYHAN,71,DORUK,01955
1,ADANA,6,CEYHAN,72,MERCİMEK,01945
1,ADANA,6,CEYHAN,73,MUSTAFABEYLİ,01970
1,ADANA,6,CEYHAN,74,SARIMAZI,01956
1,ADANA,6,CEYHAN,75,KURTPINARI,01920
1,ADANA,6,CEYHAN,76,BÜYÜKMANGIT,01995
1,ADANA,7,FEKE,77,FEKE,01660
1,ADANA,7,FEKE,78,KÖYLER,01660
1,ADANA,8,İMAMOĞLU,79,İMAMOĞLU,01700
1,ADANA,8,İMAMOĞLU,80,KÖYLER,01700
1,ADANA,9,KARAİSALI,81,KARAİSALI,01770
1,ADANA,9,KARAİSALI,82,ÇATALAN,01790
1,ADANA,9,KARAİSALI,83,KÖYLER,01770
1,ADANA,9,KARAİSALI,84,SALBAŞ,01780
1,ADANA,10,KARATAŞ,85,KARATAŞ,01900
1,ADANA,10,KARATAŞ,86,KÖYLER,01900
1,ADANA,10,KARATAŞ,87,TUZLA,01900
1,ADANA,10,KARATAŞ,88,BAHÇE,01900
1,ADANA,11,KOZAN,89,ŞEVKİYE,01500
1,ADANA,11,KOZAN,90,ÇARŞI,01510
1,ADANA,11,KOZAN,91,ASLANPAŞA,01520
1,ADANA,11,KOZAN,92,MAHMUTLU,01530
1,ADANA,11,KOZAN,93,KÖYLER,01500
1,ADANA,11,KOZAN,94,TEPECİKÖREN,01513
1,ADANA,12,POZANTI,95,POZANTI,01470
1,ADANA,12,POZANTI,96,KÖYLER,01470
1,ADANA,12,POZANTI,97,KAMIŞLI,01480
1,ADANA,12,POZANTI,98,AKÇATEKİR,01490
1,ADANA,13,SAİMBEYLİ,99,SAİMBEYLİ,01740
1,ADANA,13,SAİMBEYLİ,100,KÖYLER,01740
1,ADANA,14,TUFANBEYLİ,101,TUFANBEYLİ,01640
1,ADANA,14,TUFANBEYLİ,102,KÖYLER,01640
1,ADANA,15,YUMURTALIK,103,YUMURTALIK,01680
1,ADANA,15,YUMURTALIK,104,KÖYLER,01680
2,ADIYAMAN,16,ADIYAMAN,105,SÜMEREVLER,02030
2,ADIYAMAN,16,ADIYAMAN,106,YENİSANAYİ,02040
2,ADIYAMAN,16,ADIYAMAN,107,ESKİSARAY,02100
2,ADIYAMAN,16,ADIYAMAN,108,İMAMAĞA,02200
2,ADIYAMAN,16,ADIYAMAN,109,KÖYLER,02000
2,ADIYAMAN,16,ADIYAMAN,110,AKPINAR,02246
2,ADIYAMAN,16,ADIYAMAN,111,BAĞPINAR,02256
2,ADIYAMAN,16,ADIYAMAN,112,KUYUCAK,02000
2,ADIYAMAN,16,ADIYAMAN,113,KÖMÜR,02000
2,ADIYAMAN,16,ADIYAMAN,114,HASANCIK,02000
2,ADIYAMAN,16,ADIYAMAN,115,KARICIK,02000
2,ADIYAMAN,17,BESNİ,116,BESNİ,02300
2,ADIYAMAN,17,BESNİ,117,KÖYLER,02300
2,ADIYAMAN,17,BESNİ,118,ÇAKIRHÜYÜK,02300
2,ADIYAMAN,17,BESNİ,119,SUVARLI,02300
2,ADIYAMAN,17,BESNİ,120,ŞAMBAYAT,02300
2,ADIYAMAN,17,BESNİ,121,ÜÇGÖZ,02300
2,ADIYAMAN,17,BESNİ,122,KESMETEPE,02300
2,ADIYAMAN,18,ÇELİKHAN,123,ÇELİKHAN,02600
2,ADIYAMAN,18,ÇELİKHAN,124,KÖYLER,02600
2,ADIYAMAN,18,ÇELİKHAN,125,PINARBAŞI,02610
2,ADIYAMAN,19,GERGER,126,GERGER,02700
2,ADIYAMAN,19,GERGER,127,KÖYLER,02700
2,ADIYAMAN,20,GÖLBAŞI,128,GÖLBAŞI,02500
2,ADIYAMAN,20,GÖLBAŞI,129,KÖYLER,02500
2,ADIYAMAN,20,GÖLBAŞI,130,BELÖREN,02540
2,ADIYAMAN,20,GÖLBAŞI,131,HARMANLI,02520
2,ADIYAMAN,20,GÖLBAŞI,132,BALKAR,02500
2,ADIYAMAN,21,KAHTA,133,KAHTA,02400
2,ADIYAMAN,21,KAHTA,134,KÖYLER,02400
2,ADIYAMAN,21,KAHTA,135,AKINCILAR,02420
2,ADIYAMAN,21,KAHTA,136,DAMLACIK,02430
2,ADIYAMAN,21,KAHTA,137,NARİNCE,02440
2,ADIYAMAN,21,KAHTA,138,BÖLÜKYAYLA,02440
2,ADIYAMAN,22,SAMSAT,139,SAMSAT,02800
2,ADIYAMAN,22,SAMSAT,140,KÖYLER,02800
2,ADIYAMAN,23,SİNCİK,141,SİNCİK,02900
2,ADIYAMAN,23,SİNCİK,142,KÖYLER,02900
2,ADIYAMAN,23,SİNCİK,143,YARPUZLU,
2,ADIYAMAN,23,SİNCİK,144,İNLİCE,02900
2,ADIYAMAN,24,TUT,145,TUT,02350
2,ADIYAMAN,24,TUT,146,KÖYLER,02350
3,AFYONKARAHİSAR,25,AFYONKARAHİSAR,147,SAHİPATA,03030
3,AFYONKARAHİSAR,25,AFYONKARAHİSAR,148,HARBİŞ,03040
3,AFYONKARAHİSAR,25,AFYONKARAHİSAR,149,ÇARŞI,03100
3,AFYONKARAHİSAR,25,AFYONKARAHİSAR,150,DUMLUPINAR,03200
3,AFYONKARAHİSAR,25,AFYONKARAHİSAR,151,KÖYLER,03030
3,AFYONKARAHİSAR,25,AFYONKARAHİSAR,152,TAŞOLUK,03120
3,AFYONKARAHİSAR,25,AFYONKARAHİSAR,153,SÜLÜMENLİ,03140
3,AFYONKARAHİSAR,25,AFYONKARAHİSAR,154,SUSUZ,03103
3,AFYONKARAHİSAR,25,AFYONKARAHİSAR,155,SÜLÜN,03103
3,AFYONKARAHİSAR,25,AFYONKARAHİSAR,156,KAYIHAN,03104
3,AFYONKARAHİSAR,25,AFYONKARAHİSAR,157,YAYLABAĞI,03104
3,AFYONKARAHİSAR,25,AFYONKARAHİSAR,158,FETHİBEY,03104
3,AFYONKARAHİSAR,25,AFYONKARAHİSAR,159,ÇAYIRBAĞ,03104
3,AFYONKARAHİSAR,25,AFYONKARAHİSAR,160,GEBECELER,03103
3,AFYONKARAHİSAR,25,AFYONKARAHİSAR,161,BEYYAZI,03103
3,AFYONKARAHİSAR,25,AFYONKARAHİSAR,162,HEYBELİ,03103
3,AFYONKARAHİSAR,26,BAŞMAKÇI,163,BAŞMAKÇI,03450
3,AFYONKARAHİSAR,26,BAŞMAKÇI,164,KÖYLER,03450
3,AFYONKARAHİSAR,27,BAYAT,165,BAYAT,03780
3,AFYONKARAHİSAR,27,BAYAT,166,KÖYLER,03780
3,AFYONKARAHİSAR,28,BOLVADİN,167,BOLVADİN,03300
3,AFYONKARAHİSAR,28,BOLVADİN,168,KÖYLER,03300
3,AFYONKARAHİSAR,28,BOLVADİN,169,DİŞLİ,03330
3,AFYONKARAHİSAR,28,BOLVADİN,170,KEMERKAYA,03340
3,AFYONKARAHİSAR,29,ÇAY,171,ÇAY,03700
3,AFYONKARAHİSAR,29,ÇAY,172,KÖYLER,03703
3,AFYONKARAHİSAR,29,ÇAY,173,İNLİ,03735
3,AFYONKARAHİSAR,29,ÇAY,174,PAZARAĞAÇ,03703
3,AFYONKARAHİSAR,30,ÇOBANLAR,175,ÇOBANLAR,03060
3,AFYONKARAHİSAR,30,ÇOBANLAR,176,KÖYLER,03060
3,AFYONKARAHİSAR,30,ÇOBANLAR,177,GEBECELER,03060
3,AFYONKARAHİSAR,30,ÇOBANLAR,178,SÜLÜMENLİ,03140
3,AFYONKARAHİSAR,30,ÇOBANLAR,179,KOCAÖZ,03060
3,AFYONKARAHİSAR,31,DAZKIRI,180,DAZKIRI,03950
3,AFYONKARAHİSAR,31,DAZKIRI,181,KÖYLER,03950
3,AFYONKARAHİSAR,32,DİNAR,182,DİNAR,03400
3,AFYONKARAHİSAR,32,DİNAR,183,KÖYLER,03400
3,AFYONKARAHİSAR,32,DİNAR,184,DOMBAYOVA,03410
3,AFYONKARAHİSAR,32,DİNAR,185,HAYDARLI,03480
3,AFYONKARAHİSAR,32,DİNAR,186,TATARLI,03490
3,AFYONKARAHİSAR,32,DİNAR,187,İNCESU,03400
3,AFYONKARAHİSAR,33,EMİRDAĞ,188,EMİRDAĞ,03600
3,AFYONKARAHİSAR,33,EMİRDAĞ,189,KÖYLER,03600
3,AFYONKARAHİSAR,33,EMİRDAĞ,190,DAVULGA,03630
3,AFYONKARAHİSAR,33,EMİRDAĞ,191,GÖMÜ,03680
3,AFYONKARAHİSAR,33,EMİRDAĞ,192,ÜMRANİYE,03650
3,AFYONKARAHİSAR,34,EVCİLER,193,EVCİLER,03960
3,AFYONKARAHİSAR,34,EVCİLER,194,KÖYLER,03960
3,AFYONKARAHİSAR,34,EVCİLER,195,GÖKÇEK,03970
3,AFYONKARAHİSAR,35,HOCALAR,196,HOCALAR,03530
3,AFYONKARAHİSAR,35,HOCALAR,197,KÖYLER,03530
3,AFYONKARAHİSAR,35,HOCALAR,198,YEŞİLHİSAR(AHIRHİSAR),03533
3,AFYONKARAHİSAR,35,HOCALAR,199,YAVAŞLAR,
3,AFYONKARAHİSAR,36,İHSANİYE,200,İHSANİYE,03370
3,AFYONKARAHİSAR,36,İHSANİYE,201,KÖYLER,03370
3,AFYONKARAHİSAR,36,İHSANİYE,202,DÖĞER,03380
3,AFYONKARAHİSAR,36,İHSANİYE,203,KARACAAHMET,03390
3,AFYONKARAHİSAR,36,İHSANİYE,204,KAYIHAN,03383
3,AFYONKARAHİSAR,36,İHSANİYE,205,GAZLIGÖL,03070
3,AFYONKARAHİSAR,36,İHSANİYE,206,YAYLABAĞI,03370
3,AFYONKARAHİSAR,36,İHSANİYE,207,BOZHÜYÜK,03370
3,AFYONKARAHİSAR,37,İSCEHİSAR,208,İSCEHİSAR,03750
3,AFYONKARAHİSAR,37,İSCEHİSAR,209,KÖYLER,03750
3,AFYONKARAHİSAR,37,İSCEHİSAR,210,ALANYURT,03750
3,AFYONKARAHİSAR,37,İSCEHİSAR,211,SEYDİLER,03750
3,AFYONKARAHİSAR,38,KIZILÖREN,212,KIZILÖREN,03560
3,AFYONKARAHİSAR,38,KIZILÖREN,213,KÖYLER,03560
3,AFYONKARAHİSAR,39,SANDIKLI,214,SANDIKLI,03500
3,AFYONKARAHİSAR,39,SANDIKLI,215,KÖYLER,03500
3,AFYONKARAHİSAR,39,SANDIKLI,216,AKHARIM,03510
3,AFYONKARAHİSAR,40,SİNCANLI(SİNANPAŞA),217,SİNANPAŞA,03850
3,AFYONKARAHİSAR,40,SİNCANLI(SİNANPAŞA),218,KÖYLER,03850
3,AFYONKARAHİSAR,40,SİNCANLI(SİNANPAŞA),219,AHMETPAŞA,03860
3,AFYONKARAHİSAR,40,SİNCANLI(SİNANPAŞA),220,AKÖREN,03850
3,AFYONKARAHİSAR,40,SİNCANLI(SİNANPAŞA),221,DÜZAĞAÇ,03870
3,AFYONKARAHİSAR,40,SİNCANLI(SİNANPAŞA),222,KILIÇARSLAN,03850
3,AFYONKARAHİSAR,40,SİNCANLI(SİNANPAŞA),223,KIRKA,03850
3,AFYONKARAHİSAR,40,SİNCANLI(SİNANPAŞA),224,TAŞOLUK,03120
3,AFYONKARAHİSAR,40,SİNCANLI(SİNANPAŞA),225,TINAZTEPE,03110
3,AFYONKARAHİSAR,41,SULTANDAĞI,226,SULTANDAĞI,03900
3,AFYONKARAHİSAR,41,SULTANDAĞI,227,KÖYLER,03900
3,AFYONKARAHİSAR,41,SULTANDAĞI,228,DEREÇİNE,03910
3,AFYONKARAHİSAR,41,SULTANDAĞI,229,YAKASİNEK,03930
3,AFYONKARAHİSAR,41,SULTANDAĞI,230,YEŞİLÇİFTLİK,03940
3,AFYONKARAHİSAR,42,ŞUHUT,231,ŞUHUT,03800
3,AFYONKARAHİSAR,42,ŞUHUT,232,KÖYLER,03800
3,AFYONKARAHİSAR,42,ŞUHUT,233,BALÇIKHİSAR,03820
3,AFYONKARAHİSAR,42,ŞUHUT,234,KARAADİLLİ,03830
4,AĞRI,43,AĞRI,235,KAZIMKARABEKİR,04100
4,AĞRI,43,AĞRI,236,FEVZİÇAKMAK,04200
4,AĞRI,43,AĞRI,237,KÖYLER,04000
4,AĞRI,44,DİYADİN,238,HAMUR,04850
4,AĞRI,44,DİYADİN,239,KÖYLER,04850
4,AĞRI,45,DOĞUBEYAZIT,240,DİYADİN,04900
4,AĞRI,45,DOĞUBEYAZIT,241,KÖYLER,04900
4,AĞRI,46,ELEŞKİRT,242,DOĞUBEYAZIT,04400
4,AĞRI,46,ELEŞKİRT,243,KÖYLER,04400
4,AĞRI,47,HAMUR,244,TAŞLIÇAY,04800
4,AĞRI,47,HAMUR,245,KÖYLER,04800
4,AĞRI,48,PATNOS,246,TUTAK,04700
4,AĞRI,48,PATNOS,247,KÖYLER,04700
4,AĞRI,49,TAŞLIÇAY,248,ELEŞKİRT,04600
4,AĞRI,49,TAŞLIÇAY,249,KÖYLER,04600
4,AĞRI,49,TAŞLIÇAY,250,YÜCEKAPI,04600
4,AĞRI,49,TAŞLIÇAY,251,TAHİR,04600
4,AĞRI,50,TUTAK,252,PATNOS,04500
4,AĞRI,50,TUTAK,253,KÖYLER,04500
4,AĞRI,50,TUTAK,254,DEDELİ,04500
4,AĞRI,50,TUTAK,255,DOĞANSU,
4,AĞRI,50,TUTAK,256,SARISU,
5,AMASYA,51,AMASYA,257,GÖKMEDRESE,05100
5,AMASYA,51,AMASYA,258,DEREBOYU,05200
5,AMASYA,51,AMASYA,259,ERYATAĞI,05110
5,AMASYA,51,AMASYA,260,KÖYLER,05000
5,AMASYA,51,AMASYA,261,ZİYARET,05030
5,AMASYA,51,AMASYA,262,AKDAĞ,05240
5,AMASYA,51,AMASYA,263,YEŞİLYENİCE,05235
5,AMASYA,51,AMASYA,264,EZİNEPAZARI,05190
5,AMASYA,51,AMASYA,265,İPEKKÖY,05000
5,AMASYA,52,GÖYNÜCEK,266,GÖYNÜCEK,05900
5,AMASYA,52,GÖYNÜCEK,267,KÖYLER,05900
5,AMASYA,53,GÜMÜŞHACIKÖY,268,GÜMÜŞHACIKÖY,05700
5,AMASYA,53,GÜMÜŞHACIKÖY,269,KÖYLER,05710
5,AMASYA,53,GÜMÜŞHACIKÖY,270,BUCAKOĞLU(SARAYCIK),05700
5,AMASYA,53,GÜMÜŞHACIKÖY,271,ÇALKÖY,05700
5,AMASYA,53,GÜMÜŞHACIKÖY,272,İMİRLER,05700
5,AMASYA,54,HAMAMÖZÜ,273,HAMAMÖZÜ,05720
5,AMASYA,54,HAMAMÖZÜ,274,KÖYLER,05720
5,AMASYA,54,HAMAMÖZÜ,275,ARPADERE,05720
5,AMASYA,54,HAMAMÖZÜ,276,AŞAĞIOVACIK,05720
5,AMASYA,55,MERZİFON,277,MERZİFON,05300
5,AMASYA,55,MERZİFON,278,KÖYLER,05320
5,AMASYA,55,MERZİFON,279,ALICIK,05300
5,AMASYA,55,MERZİFON,280,SARIBUĞDAY,05300
5,AMASYA,56,SULUOVA,281,SULUOVA,05500
5,AMASYA,56,SULUOVA,282,KÖYLER,05510
5,AMASYA,57,TAŞOVA,283,TAŞOVA,05800
5,AMASYA,57,TAŞOVA,284,KÖYLER,05815
6,ANKARA,58,ALTINDAĞ,285,ULUS/İSMETPAŞA,06030
6,ANKARA,58,ALTINDAĞ,286,OPERA/GENÇLİKPARKI,06050
6,ANKARA,58,ALTINDAĞ,287,ATASANAYİ,06060
6,ANKARA,58,ALTINDAĞ,288,İSKİTLER,06070
6,ANKARA,58,ALTINDAĞ,289,ALTINDAĞ,06080
6,ANKARA,58,ALTINDAĞ,290,TELSİZLER,06090
6,ANKARA,58,ALTINDAĞ,291,YILDIRIMBEYAZIT/DIŞKAPI,06110
6,ANKARA,58,ALTINDAĞ,292,AYDINLIKEVLER,06130
6,ANKARA,58,ALTINDAĞ,293,HASKÖY,06140
6,ANKARA,58,ALTINDAĞ,294,YEŞİLÖZ,06150
6,ANKARA,58,ALTINDAĞ,295,SİTELER,06160
6,ANKARA,58,ALTINDAĞ,296,SAMANPAZARI,06230
6,ANKARA,58,ALTINDAĞ,297,HİSAR,06240
6,ANKARA,58,ALTINDAĞ,298,ANAFARTALAR,06250
6,ANKARA,58,ALTINDAĞ,299,ÖNDER,06320
6,ANKARA,58,ALTINDAĞ,300,İSTASYON,06330
6,ANKARA,58,ALTINDAĞ,301,ULUBEY,06360
6,ANKARA,58,ALTINDAĞ,302,KÖYLER,06105
6,ANKARA,59,ÇANKAYA,303,SIHHİYE,06410
6,ANKARA,59,ÇANKAYA,304,KIZILAY,06420
6,ANKARA,59,ÇANKAYA,305,SIHHİYE/ZAFER,06430
6,ANKARA,59,ÇANKAYA,306,YENİŞEHİR,06440
6,ANKARA,59,ÇANKAYA,307,DİKMEN/ORAN,06450
6,ANKARA,59,ÇANKAYA,308,ÖVEÇLER,06460
6,ANKARA,59,ÇANKAYA,309,BAHÇELİEVLER,06490
6,ANKARA,59,ÇANKAYA,310,BEŞEVLER/EMEK,06500
6,ANKARA,59,ÇANKAYA,311,SÖĞÜTÖZÜ,06510
6,ANKARA,59,ÇANKAYA,312,BALGAT,06520
6,ANKARA,59,ÇANKAYA,313,ÇAYYOLU,06810
6,ANKARA,59,ÇANKAYA,314,AYRANCI,06540
6,ANKARA,59,ÇANKAYA,315,YILDIZ,06550
6,ANKARA,59,ÇANKAYA,316,MALTEPE,06570
6,ANKARA,59,ÇANKAYA,317,ANITTEPE,06580
6,ANKARA,59,ÇANKAYA,318,CEBECİ,06590
6,ANKARA,59,ÇANKAYA,319,TOPRAKLIK/KURTULUŞ,06600
6,ANKARA,59,ÇANKAYA,320,KIRKKONAKLAR,06610
6,ANKARA,59,ÇANKAYA,321,GÜVENPARK,06640
6,ANKARA,59,ÇANKAYA,322,HÜRRİYET,06650
6,ANKARA,59,ÇANKAYA,323,KÜÇÜKESAT,06660
6,ANKARA,59,ÇANKAYA,324,ZAFERTEPE,06670
6,ANKARA,59,ÇANKAYA,325,KAVAKLIDERE,06680
6,ANKARA,59,ÇANKAYA,326,BASINSİTESİ,06690
6,ANKARA,59,ÇANKAYA,327,GAZİOSMANPAŞA(GOP),06700
6,ANKARA,59,ÇANKAYA,328,YÜZÜNCÜYIL/KARAKUSUNLAR,06530
6,ANKARA,59,ÇANKAYA,329,BİLKENT/BİLKENTPLAZA/BEYTEPE,06800
6,ANKARA,59,ÇANKAYA,330,KÖYLER,06105
6,ANKARA,60,ETİMESGUT,331,ÇARŞI,06790
6,ANKARA,60,ETİMESGUT,332,ERYAMAN,06793
6,ANKARA,60,ETİMESGUT,333,ZIRHLIBİRLİKLER,06990
6,ANKARA,60,ETİMESGUT,334,ŞAŞMAZ,06105
6,ANKARA,60,ETİMESGUT,335,KÖYLER,06790
6,ANKARA,61,KEÇİÖREN,336,ETLİK/İNCİRLİ,06010
6,ANKARA,61,KEÇİÖREN,337,ESERTEPE/YAYLA,06020
6,ANKARA,61,KEÇİÖREN,338,KALABA,06120
6,ANKARA,61,KEÇİÖREN,339,ŞEHİTKUBİLAY,06220
6,ANKARA,61,KEÇİÖREN,340,UFUKTEPE,06280
6,ANKARA,61,KEÇİÖREN,341,SANATORYUM,06290
6,ANKARA,61,KEÇİÖREN,342,AKTEPE,06300
6,ANKARA,61,KEÇİÖREN,343,ŞENLİK/GÜÇLÜKAYA,06310
6,ANKARA,61,KEÇİÖREN,344,BAĞLUM,06291
6,ANKARA,61,KEÇİÖREN,345,KÖYLER,06280
6,ANKARA,62,MAMAK,346,MAMAK,06260
6,ANKARA,62,MAMAK,347,KAYAŞ,06270
6,ANKARA,62,MAMAK,348,HÜSEYİNGAZİ,06320
6,ANKARA,62,MAMAK,349,DEMİRLİBAHÇE,06340
6,ANKARA,62,MAMAK,350,GÜLVEREN,06350
6,ANKARA,62,MAMAK,351,MİSKET,06470
6,ANKARA,62,MAMAK,352,BOĞAZİÇİ,06480
6,ANKARA,62,MAMAK,353,ABİDİNPAŞA,06620
6,ANKARA,62,MAMAK,354,AKDERE,06630
6,ANKARA,62,MAMAK,355,KUTLUDÜĞÜN,
6,ANKARA,62,MAMAK,356,LALAHAN,
6,ANKARA,62,MAMAK,357,KÖYLER,06105
6,ANKARA,63,SİNCAN,358,SİNCAN,06930
6,ANKARA,63,SİNCAN,359,FATİH,06932
6,ANKARA,63,SİNCAN,360,YENİKENT,06946
6,ANKARA,63,SİNCAN,361,TEMELLİ,06909
6,ANKARA,63,SİNCAN,362,KÖYLER,06930
6,ANKARA,64,YENİMAHALLE,363,YENİMAHALLE,06170
6,ANKARA,64,YENİMAHALLE,364,AKIN,06180
6,ANKARA,64,YENİMAHALLE,365,KARŞIYAKA,06190
6,ANKARA,64,YENİMAHALLE,366,DEMETEVLER,06200
6,ANKARA,64,YENİMAHALLE,367,ŞENTEPE,06210
6,ANKARA,64,YENİMAHALLE,368,ÇİĞDEMTEPE,06220
6,ANKARA,64,YENİMAHALLE,369,BATIKENT,06370
6,ANKARA,64,YENİMAHALLE,370,OSTİM,06374
6,ANKARA,64,YENİMAHALLE,371,İVEDİKORGANİZESANAYİ,06378
6,ANKARA,64,YENİMAHALLE,372,A.O.ÇİFTLİĞİ(AOÇ),06560
6,ANKARA,64,YENİMAHALLE,373,ÇAYYOLU/ÜMİTKÖY,06810
6,ANKARA,64,YENİMAHALLE,374,İSTASYON,06330
6,ANKARA,64,YENİMAHALLE,375,SANAYİ,06070
6,ANKARA,64,YENİMAHALLE,376,KÖYLER,06105
6,ANKARA,65,GÖLBAŞI,377,GÖLBAŞI,06830
6,ANKARA,65,GÖLBAŞI,378,SELAMETLİ,
6,ANKARA,65,GÖLBAŞI,379,BEZİRHANE,
6,ANKARA,65,GÖLBAŞI,380,KARAGEDİK,
6,ANKARA,65,GÖLBAŞI,381,OYACA,
6,ANKARA,65,GÖLBAŞI,382,KÖYLER,06830
6,ANKARA,66,PURSAKLAR,383,PURSAKLAR,06145
6,ANKARA,66,PURSAKLAR,384,SARAYKÖY,06291
6,ANKARA,66,PURSAKLAR,385,SİRKELİ,06762
6,ANKARA,66,PURSAKLAR,386,ALTINOVA,06291
6,ANKARA,67,AKYURT,387,AKYURT,06750
6,ANKARA,67,AKYURT,388,KÖYLER,06750
6,ANKARA,68,AYAŞ,389,AYAŞ,06710
6,ANKARA,68,AYAŞ,390,ÇANILLI,06710
6,ANKARA,68,AYAŞ,391,SİNANLI,06715
6,ANKARA,68,AYAŞ,392,KÖYLER,06710
6,ANKARA,69,BALA,393,BALA,06720
6,ANKARA,69,BALA,394,KESİKKÖPRÜ,06724
6,ANKARA,69,BALA,395,KÖYLER,06720
6,ANKARA,69,BALA,396,KARAALİ,06723
6,ANKARA,69,BALA,397,AFŞAR,06726
6,ANKARA,70,BEYPAZARI,398,BEYPAZARI,06730
6,ANKARA,70,BEYPAZARI,399,KÖYLER,06730
6,ANKARA,71,ÇAMLIDERE,400,ÇAMLIDERE,06740
6,ANKARA,71,ÇAMLIDERE,401,KÖYLER,06740
6,ANKARA,72,ÇUBUK,402,ÇUBUK,06760
6,ANKARA,72,ÇUBUK,403,YUKARIÇAVUNDUR,06763
6,ANKARA,72,ÇUBUK,404,ESENBOĞA,
6,ANKARA,72,ÇUBUK,405,KÖYLER,06760
6,ANKARA,73,ELMADAĞ,406,ELMADAĞ,06780
